,odid,display_name,od_name,production_year,running_time,sequel,opening_weekend_revenue,opening_weekend_theaters,maximum_theaters,theatrical_engagements,production_budget,domestic_box_office,international_box_office,inflation_adjusted_domestic_box_office,name_length,source_category.fiction_tale_novel,source_category.music_dance,source_category.original_screenplay,source_category.others,source_category.play_TV_movie_film,source_category.real_factual,source_category.NA,production_companies_size.Big_15,production_companies_size.Extra_small,production_companies_size.Large,production_companies_size.Medium,production_companies_size.NULL,production_companies_size.Others,production_companies_size.Small,Rank.others.x,Rank.act_1000,Rank.act_250,Rank.act_500.x,Rank.act_750,genre.Action,genre.Adventure,genre.Comedy,genre.Concert/Performance,genre.Documentary,genre.Drama,genre.Horror,genre.Musical,genre.Others,genre.Thriller/Suspense,genre.Western,rating.G,rating.NC-17,rating.Not Rated,rating.Open,rating.PG,rating.PG-13,rating.R,Rank.others.y,Rank.dir_100,Rank.dir_20,Rank.dir_200,Rank.dir_500,Rank.dir_900,Rank.others
7789,173320100,Art is...The Permanent Revolution,Art is The Permanent Revolution,2011,82,0,2718,1,1,3,0,4291,0,4544,33,0,0,0,0,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,
7790,173330100,Air Racers 3D,Air Racers 3D,2012,40,0,0,0,10,30,0,1309987,11970,1387334,13,0,0,0,0,0,1,0,,,,,,,,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,
7791,173350100,Safety Not Guaranteed,Safety Not Guaranteed,2012,85,0,97762,9,182,1479,750000,4010957,411361,4247784,21,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
7792,173390100,The SpongeBob Movie: Sponge Out of Water,SpongeBob Movie Sponge Out of Water The,2014,93,0,55365012,3641,3680,25768,74000000,162994032,148600000,162994032,40,0,0,0,0,1,0,0,,,,,,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,
7793,173420100,"For a Good Time, Call",For a Good Time Call,2012,91,0,143935,23,107,418,850000,1251749,134339,1325651,21,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,
7794,173510100,Crazy Eyes,Crazy Eyes,2011,96,0,3259,2,2,3,0,6106,0,6466,10,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,
7795,173540100,Decoding Deepak,Decoding Deepak,2012,83,0,9050,3,3,3,0,9050,0,9576,15,0,0,0,0,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,
7796,173570100,The Beat Hotel,Beat Hotel The,2012,82,0,1458,1,3,10,0,6480,0,6862,14,0,0,0,0,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,
7797,173580100,Inventing Our Life: The Kibbutz Experiment,Inventing Our Life The Kibbutz Experiment,2010,80,0,6193,1,3,8,0,16734,0,17720,42,0,0,0,0,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,
7798,173590100,Citizen Gangster,Citizen Gangster,2011,105,0,625,1,1,1,0,625,0,658,16,0,0,0,0,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,
7799,173600100,Polisse,Polisse,2011,127,0,16568,3,21,41,8900000,176988,22567144,187433,7,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,,,,,
7800,173620100,Lost Woods,Lost Woods (2011),2011,88,0,58240,13,13,24,0,180117,0,190746,10,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,
7801,173660100,End of Watch,End of Watch,2012,109,0,13152683,2730,2780,12904,15000000,41003371,16583235,43421944,12,0,0,1,0,0,0,0,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,
7802,173670100,Cirque du Soleil: Worlds Away,Cirque du Soleil Worlds Away,2012,91,0,2282368,840,840,3385,25000000,12512862,15500000,13215483,29,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,,,,,,
7803,173690100,Better Than Something: Jay Reatard,Better Than Something Jay Reatard,2012,0,0,10489,4,4,6,0,20327,0,21522,34,0,0,0,0,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,
7804,173720100,OC87,OC87,2012,91,0,5733,1,6,25,0,43583,0,46154,4,0,0,0,0,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,
7805,173730100,Bettie Page Reveals All,Bettie Page Reveals All,2012,101,0,4846,1,21,73,0,108118,0,111967,23,0,0,0,0,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,
7806,173770100,Hardflip,Hardflip,2012,0,0,49879,22,22,36,1000000,96734,0,102441,8,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,
7807,173840100,The Do-Deca-Pentathlon,Do Deca Pentathlon The,2012,76,0,10000,8,8,8,0,10000,0,10588,22,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
7808,173860100,Identity Thief,Identity Thief,2013,147,0,34551025,3141,3230,25197,35000000,134506920,40854658,139470270,14,0,0,1,0,0,0,0,,,,,,,,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
7809,173870100,Cloudy with a Chance of Meatballs 2,Cloudy with a Chance of Meatballs 2,2013,95,1,34017930,4001,4001,29882,78000000,119793567,154599082,124202916,35,1,0,0,0,0,0,0,,,,,,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,
7810,173880100,Les Enfants du Paradis,Enfants du Paradis Les,1945,0,0,10741,2,2,4,0,36986,0,39166,22,0,0,0,0,0,0,1,,,,,,,,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,,,,,,
7811,173890100,ABCD (Any Body Can Dance),ABCD (2012),2013,143,0,95236,25,25,58,1900000,222098,9915136,230291,25,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,,,,,,
7812,173980100,The Perfect Family,Perfect Family The,2012,84,0,14301,6,25,59,0,110013,0,116503,18,0,0,1,0,0,0,0,,,,,,,,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,
7813,174000100,Samsara,Samsara,2012,99,0,76222,2,70,673,4000000,2672413,3294258,2829479,7,0,0,0,0,0,1,0,,,,,,,,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,
7814,174030100,Here,Here,2011,126,0,7927,1,2,9,0,26464,0,28021,4,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,
7815,174050100,"Oslo, 31 August",Oslo 31 August,2011,95,0,9250,2,5,32,0,100713,0,106656,15,1,0,0,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,
7816,174070100,[Rec] 3: Genesis,REC 3 Genesis,2012,80,1,3001,8,8,17,0,9600,7241000,10167,16,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,
7817,174080100,Seven Psychopaths,Seven Psychopaths,2012,109,0,4174915,1480,1480,5263,13500000,15024049,18011687,15911144,17,0,0,1,0,0,0,0,,,,,,,,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,
7818,174120100,Toutes nos envies,Toutes nos envies,2011,83,0,0,0,3,7,0,22517,1222630,23840,17,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,
7819,174150100,Tai Chi Zero,Tai Chi O,2012,94,0,85094,31,31,78,0,212094,24578459,224609,12,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,
7820,174160100,Hit So Hard,Hit So Hard,2012,103,0,4740,1,4,14,0,34025,0,36030,11,0,0,0,0,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,,,,,,
7821,174170100,The End of Love,End of Love The,2012,90,0,1955,2,3,7,0,9342,0,9686,15,0,0,1,0,0,0,0,,,,,,,,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,
7822,174220100,For Greater Glory,For Greater Glory,2012,143,0,1885608,757,757,2170,12000000,5669081,4357174,6003812,17,0,0,0,0,0,1,0,,,,,,,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
7823,174280100,Take Me Home,Take Me Home,2011,97,0,0,0,5,18,0,15374,0,16278,12,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,
7824,174290100,Hello I Must Be Going,Hello I Must Be Going,2012,95,0,23904,2,15,30,0,106709,0,113004,21,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,,,,,,
7825,174330100,Sedona,Sedona,2012,90,0,0,0,3,2,0,19532,0,20679,6,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,,,,,,
7826,174380100,Downtown Express,Downtown Express,2011,90,0,3474,1,1,1,0,3474,0,3675,16,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,
7827,174390100,Marina Abramovic: The Artist Is Present,Marina Abramovic The Artist Is Present,2012,106,0,11041,2,5,37,0,86637,14576364,91752,39,0,0,0,0,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,,,,,,
7828,174400100,The Queen of Versailles,Queen of Versailles The,2012,100,0,51326,3,96,748,0,2401999,103101,2543820,23,0,0,0,0,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,
7829,174410100,Ai Weiwei: Never Sorry,Ai Weiwei Never Sorry,2012,91,0,41104,5,39,201,0,489074,318682,517948,22,0,0,0,0,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,
7830,174420100,The Loneliest Planet,Loneliest Planet The,2012,113,0,15689,2,13,61,0,129579,115141,137224,20,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,
7831,174430100,300: Rise of an Empire,300 Rise of an Empire,2013,102,1,45038460,3470,3490,15968,110000000,106580051,224200000,109971820,22,1,0,0,0,0,0,0,,,,,,,,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
7832,174450100,Agent Vinod,Agent Vinod,2012,152,0,0,0,122,244,0,698210,12124675,739429,11,0,0,1,0,0,0,0,,,,,,,,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,NA,,,,,,
7833,174460100,Booker's Place: A Mississippi Story,Bookers Place,2012,91,0,0,0,1,1,0,5549,0,5876,35,0,0,0,0,0,1,0,,,,,,,,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,
7834,174470100,Nuit Blanche,Nuit Blanche,2011,103,0,2106,2,2,2,0,3358,0,3549,12,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,,,,,
7835,174480100,The Long Day Closes,Long Day Closes The,1992,83,0,0,0,1,4,0,22765,0,24093,19,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,
7836,174490100,The Road,Road The (2011),2011,110,0,56761,50,50,60,0,92476,0,97931,8,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,
7837,174570100,"Wild Horse, Wild Ride",Wild Horse Wild Ride,2010,106,0,3610,1,8,9,0,94621,0,100207,21,0,0,0,0,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,
7838,174630100,How to Grow a Band,How to Grow a Band,2012,88,0,5705,1,12,28,0,19237,0,20367,18,0,0,0,0,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,
7839,174650100,6 Month Rule,6 Month Rule,2012,99,0,1963,1,3,7,0,14057,0,14879,12,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,
7840,174660100,Katy Perry: Part of Me,Katy Perry Part of Me,2012,95,0,7138266,2730,2732,7876,12000000,25326071,7374368,26821453,22,0,0,0,0,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,,,,,,
7841,174660100,Katy Perry: Part of Me,Katy Perry Part of Me,2012,95,0,7138266,2730,2732,7876,12000000,25326071,7374368,26821453,22,0,0,0,0,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,,,,,,
7842,174670100,The Master,Master The,2012,136,0,736311,5,864,4311,37500000,16247159,42544852,17200547,10,0,0,1,0,0,0,0,,,,,,,,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
7843,174690100,Mansome,Mansome,2012,84,0,18395,20,20,20,0,18395,0,19473,7,0,0,0,0,0,1,0,,,,,,,,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
7844,174700100,Otter 501,Otter 501,2012,84,0,5444,3,4,7,0,24449,0,25889,9,0,0,0,0,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,
7845,174740100,Searching for Sugar Man,Searching for Sugar Man,2011,85,0,27459,3,157,1572,0,3965090,8948401,4179130,23,0,0,0,0,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,
7846,174750100,West of Memphis,West of Memphis,2012,150,0,13856,5,40,242,0,309864,97653,322161,15,0,0,0,0,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,
7847,174760100,Smashed,Smashed,2012,81,0,26943,4,50,250,0,375981,123128,398174,7,0,0,1,0,0,0,0,,,,,,,,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
7848,174770100,De rouille et dÍos,De rouille et dos,2012,120,0,27154,2,168,718,0,2061449,23745685,2156681,18,1,0,0,0,0,0,0,,,,,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
7849,174780100,China Heavyweight,China Heavyweight,2012,0,0,3792,1,4,11,0,10550,0,11170,17,0,0,0,0,0,1,0,,,,,,,,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,
7850,174800100,The Collection,Collection The,2012,82,1,3104269,1403,1403,3539,10000000,6810754,2079340,7212893,14,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
7851,174860100,To the Wonder,To the Wonder,2012,113,0,116551,17,60,286,0,584563,977377,606125,13,0,0,1,0,0,0,0,,,,,,,,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
7852,174880100,Never Stand Still,Never Stand Still,2011,74,0,1951,1,2,6,0,63811,0,67575,17,0,0,0,0,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,
7853,174890100,Captain America: The Winter Soldier,Captain America The Winter Soldier,2014,135,1,95023721,3938,3938,27560,170000000,259746958,454654931,268013076,35,1,0,0,0,0,0,0,,,,,,,,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
7854,174940100,Paul Williams Still Alive,Paul Williams Still Alive,2011,84,0,0,0,2,12,0,38691,0,40970,25,0,0,0,0,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,
7855,174950100,Compliance,Compliance,2012,90,0,16427,1,21,131,270000,319285,511415,338136,10,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,,,,,,
7856,174960100,Killing Them Softly,Killing Them Softly,2012,97,0,6812900,2424,2424,6506,15000000,14945541,24292902,15827097,19,1,0,0,0,0,0,0,,,,,,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,
7857,174970100,Battle of the Year,Battle of the Year The Dream Team,2013,109,0,4603177,2008,2008,5219,20000000,8888355,7835022,9216334,18,0,0,0,0,1,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
7858,174980100,Housefull 2,Housefull 2,2012,145,1,0,0,121,484,0,1586745,25229912,1680428,11,0,0,1,0,0,0,0,,,,,,,,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,
7859,174990100,Crooked Arrows,Crooked Arrows,2012,100,0,257364,55,327,883,0,1832541,0,1940738,14,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,
7860,175000100,Quill: The Life of a Guide Dog,Quill Life of a Guide Dog,2004,100,0,1678,2,5,20,0,15674,0,16599,30,1,0,0,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,
7861,175050100,A Beautiful Soul,Beautiful Soul A,2012,90,0,51800,20,20,36,0,54008,0,57189,16,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,
7862,175070100,Something From Nothing: The Art of Rap,Something From Nothing The Art Of Rap,2012,0,0,150337,156,156,173,0,288738,45388,305781,38,0,0,0,0,0,1,0,,,,,,,,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,,,,,,
7863,175120100,"Meine Familie, die Nazis und Ich",Meine Familie die Nazis und Ich,2012,80,0,2939,1,1,3,0,26083,0,27187,32,0,0,0,0,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,
7864,175180100,Le Voyage dans la Lune,Voyage dans la Lune Le,1902,14,0,0,0,2,4,0,45353,0,48026,22,0,0,1,0,0,0,0,,,,,,,,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,,,,,,
7865,175230100,Tyler Perry's Madea's Witness Protection,Tyler Perrys Madeas Witness Protection,2012,114,1,25390575,2161,2161,10889,20000000,65653242,1297645,69529746,40,0,0,1,0,0,0,0,,,,,,,,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
7866,175250100,Les adieux ö la reine,adieux a la reine Les,2012,99,0,72123,4,64,283,0,1329660,0,1408164,21,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,
7867,175260100,Union Square,Union Square (2012),2012,80,0,14406,4,4,19,0,44830,0,47469,12,0,0,1,0,0,0,0,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,
7868,175270100,The Babymakers,Babymakers The,2012,98,0,5215,10,10,10,0,5783,250772,6120,14,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
7869,175280100,Klovn: The Movie,Klovn The Movie,2010,91,0,28000,3,3,3,0,28000,0,29648,16,0,0,0,0,1,0,0,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,
7870,175290100,The Awakening,Awakening The (2011),2011,102,0,95933,70,70,70,4900000,95933,6828388,101590,13,0,0,1,0,0,0,0,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,
7871,175300100,Why Stop Now,Predisposed,2012,87,0,1641,3,3,3,0,2432,0,2571,12,0,0,1,0,0,0,0,,,,,,,,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,
7872,175310100,Side by Side,Side by Side,2012,99,0,6956,1,9,5,0,58825,8229,62298,12,0,0,0,0,0,1,0,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,
7873,175320100,V/H/S,V H S,2012,115,0,36402,16,19,79,0,100345,1824984,106269,5,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
7874,175330100,21 and Over,21 and Over,2013,93,0,8754168,2771,2771,10036,13000000,25682380,16513386,26630067,11,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
7875,175340100,The Mortal Instruments: City of Bones,Mortal Instruments City of Bones The,2013,130,0,9336957,3118,3118,11853,60000000,31165421,44800146,32315436,37,1,0,0,0,0,0,0,,,,,,,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
7876,175350100,Noah,Noah,2014,137,0,43720472,3567,3571,16893,130000000,101200044,251631021,104420606,4,0,0,0,1,0,0,0,,,,,,,,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
7877,175370100,Angele et Tony,Angele et Tony,2010,0,0,2456,3,3,6,0,7323,17324,7747,14,0,0,0,0,0,0,1,,,,,,,,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,,,,,,
7878,175390100,Ballplayer: Pelotero,Ballplayer Pelotero,2012,73,0,20628,10,10,23,0,44689,0,47326,20,0,0,0,0,0,1,0,,,,,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,
7879,175600100,"Small, Beautifully Moving Parts",Small Beautifully Moving Parts,2011,73,0,3087,1,1,4,0,8631,0,9138,31,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,
7880,175610100,Sleepwalk With Me,Sleepwalk With Me,2012,90,0,68801,1,135,748,0,2266066,0,2399861,17,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,,,,,,
7881,175620100,Silent Hill: Revelation 3D,Silent Hill Revelation 3D,2012,94,1,8023036,2933,2933,8659,20000000,17530219,38445453,18565288,26,0,0,0,1,0,0,0,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
7882,175640100,Carrie,Carrie (2013),2013,99,0,16101552,3157,3157,11221,30000000,35266619,47142901,36567966,6,0,0,0,1,0,0,0,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
7883,175650100,Rebelle,Rebelle,2012,90,0,21837,9,16,50,0,265273,104299,275054,7,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,
7884,175660100,The Lego Movie,LEGO Movie The,2013,110,0,69050279,3775,3890,32540,60000000,257784718,199944670,265988393,14,0,0,0,1,0,0,0,,,,,,,,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,
7885,175670100,42,42,2012,88,0,27487144,3003,3405,21418,40000000,95020213,2450488,98526493,2,0,0,0,0,0,1,0,,,,,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,
7886,175770100,Red Hook Summer,Red Hook Summer,2012,121,0,40070,4,41,139,0,338803,0,358806,15,0,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
7887,175850100,Elena,Elena,2011,109,0,9035,1,13,88,0,232070,728674,245768,5,0,0,0,1,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,,,,,
7888,175870100,This is the End,This is the End,2013,106,0,20719162,3055,3055,17933,32000000,101470202,25068915,105214484,15,0,0,0,0,1,0,0,,,,,,,,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
7889,175910100,Lost Bohemia,Lost Bohemia,2011,0,0,0,0,2,4,0,23584,0,24970,12,0,0,0,0,0,1,0,,,,,,,,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,,,,,,
